id,publication_year,cited_by_count,author_ids
https://openalex.org/W2783090105,2018,92,"['https://openalex.org/A5078370650', 'https://openalex.org/A5063913041', 'https://openalex.org/A5059738737', 'https://openalex.org/A5100754441', 'https://openalex.org/A5112216055', 'https://openalex.org/A5032653173', 'https://openalex.org/A5112126799', 'https://openalex.org/A5100374639']"
https://openalex.org/W2153350732,2014,89,"['https://openalex.org/A5071884187', 'https://openalex.org/A5100548100', 'https://openalex.org/A5063913041', 'https://openalex.org/A5100630583', 'https://openalex.org/A5074243377', 'https://openalex.org/A5100703280', 'https://openalex.org/A5054629112']"
https://openalex.org/W2560176876,2016,81,"['https://openalex.org/A5074243377', 'https://openalex.org/A5063913041', 'https://openalex.org/A5018171658', 'https://openalex.org/A5101890409', 'https://openalex.org/A5066687472', 'https://openalex.org/A5066927297', 'https://openalex.org/A5111888551', 'https://openalex.org/A5100548100', 'https://openalex.org/A5101964092', 'https://openalex.org/A5100703283', 'https://openalex.org/A5100630583']"
https://openalex.org/W4385575515,2023,81,"['https://openalex.org/A5100749515', 'https://openalex.org/A5045349744', 'https://openalex.org/A5101273001', 'https://openalex.org/A5052990671', 'https://openalex.org/A5059738737', 'https://openalex.org/A5100754441', 'https://openalex.org/A5054633923', 'https://openalex.org/A5063913041', 'https://openalex.org/A5036813587', 'https://openalex.org/A5030690302', 'https://openalex.org/A5100335335', 'https://openalex.org/A5118969723', 'https://openalex.org/A5100374639', 'https://openalex.org/A5078370650']"
https://openalex.org/W2995903778,2019,79,"['https://openalex.org/A5100749515', 'https://openalex.org/A5032653173', 'https://openalex.org/A5100335305', 'https://openalex.org/A5104096829', 'https://openalex.org/A5059738737', 'https://openalex.org/A5100754441', 'https://openalex.org/A5063913041', 'https://openalex.org/A5100374641', 'https://openalex.org/A5078370650']"
https://openalex.org/W3194505562,2021,78,"['https://openalex.org/A5034729834', 'https://openalex.org/A5078370650', 'https://openalex.org/A5052990671', 'https://openalex.org/A5032653173', 'https://openalex.org/A5100754441', 'https://openalex.org/A5063913041', 'https://openalex.org/A5100325221', 'https://openalex.org/A5045831121', 'https://openalex.org/A5118969723', 'https://openalex.org/A5100374639', 'https://openalex.org/A5059738737']"
https://openalex.org/W2898537004,2018,76,"['https://openalex.org/A5059738737', 'https://openalex.org/A5078370650', 'https://openalex.org/A5100443443', 'https://openalex.org/A5080195820', 'https://openalex.org/A5100754441', 'https://openalex.org/A5063913041', 'https://openalex.org/A5000579442', 'https://openalex.org/A5100401881', 'https://openalex.org/A5011227285', 'https://openalex.org/A5032653173', 'https://openalex.org/A5112126799', 'https://openalex.org/A5100400736', 'https://openalex.org/A5100374639']"
https://openalex.org/W3103900582,2020,74,"['https://openalex.org/A5045349744', 'https://openalex.org/A5063913041', 'https://openalex.org/A5032653173', 'https://openalex.org/A5059738737', 'https://openalex.org/A5100754441', 'https://openalex.org/A5100325209', 'https://openalex.org/A5100335305', 'https://openalex.org/A5100374639', 'https://openalex.org/A5078370650']"
https://openalex.org/W4223948429,2022,67,"['https://openalex.org/A5052990671', 'https://openalex.org/A5078370650', 'https://openalex.org/A5032653173', 'https://openalex.org/A5100749515', 'https://openalex.org/A5054633923', 'https://openalex.org/A5100335335', 'https://openalex.org/A5063913041', 'https://openalex.org/A5100754441', 'https://openalex.org/A5011005874', 'https://openalex.org/A5100374639', 'https://openalex.org/A5059738737']"
https://openalex.org/W2603701879,2017,64,"['https://openalex.org/A5018171658', 'https://openalex.org/A5111888551', 'https://openalex.org/A5066927297', 'https://openalex.org/A5074243377', 'https://openalex.org/A5063913041', 'https://openalex.org/A5023118874', 'https://openalex.org/A5101925963', 'https://openalex.org/A5066687472', 'https://openalex.org/A5071884187', 'https://openalex.org/A5100548100', 'https://openalex.org/A5100703283', 'https://openalex.org/A5110035328', 'https://openalex.org/A5100630583']"
https://openalex.org/W3207717279,2021,61,"['https://openalex.org/A5052012838', 'https://openalex.org/A5032653173', 'https://openalex.org/A5100335305', 'https://openalex.org/A5052990671', 'https://openalex.org/A5100754441', 'https://openalex.org/A5063913041', 'https://openalex.org/A5104096829', 'https://openalex.org/A5118969723', 'https://openalex.org/A5078370650', 'https://openalex.org/A5100374639', 'https://openalex.org/A5059738737']"
