author_id,community,degree
https://openalex.org/A5015841321,3,2
https://openalex.org/A5046142243,3,4
https://openalex.org/A5062405283,3,5
https://openalex.org/A5026474980,3,8
https://openalex.org/A5027069866,3,3
https://openalex.org/A5040748336,3,3
https://openalex.org/A5094018608,3,6
https://openalex.org/A5065692438,3,42
https://openalex.org/A5048692153,3,3
https://openalex.org/A5007672076,3,4
https://openalex.org/A5042797356,3,6
https://openalex.org/A5087319858,3,3
https://openalex.org/A5004667230,3,6
https://openalex.org/A5065197065,3,8
https://openalex.org/A5018582460,3,3
https://openalex.org/A5025324825,3,4
https://openalex.org/A5028998480,3,8
https://openalex.org/A5079548604,3,2
https://openalex.org/A5084435984,3,7
https://openalex.org/A5025509228,3,1
https://openalex.org/A5102712618,3,6
https://openalex.org/A5026627935,3,2
https://openalex.org/A5045430608,3,3
https://openalex.org/A5088458505,3,6
https://openalex.org/A5072243275,3,2
https://openalex.org/A5052467882,3,3
https://openalex.org/A5058448921,3,6
https://openalex.org/A5014243814,3,3
https://openalex.org/A5002578025,3,3
https://openalex.org/A5087611680,3,8
https://openalex.org/A5110644699,3,5
https://openalex.org/A5102537653,3,6
https://openalex.org/A5014566913,3,3
https://openalex.org/A5076689706,3,4
https://openalex.org/A5011264094,3,2
https://openalex.org/A5052177492,3,1
https://openalex.org/A5029121256,3,9
https://openalex.org/A5060789831,3,2
https://openalex.org/A5044522890,3,6
https://openalex.org/A5101519083,3,3
https://openalex.org/A5065413313,3,4
https://openalex.org/A5110607602,3,2
https://openalex.org/A5017309210,3,5
https://openalex.org/A5086011172,3,2
https://openalex.org/A5063663770,3,5
https://openalex.org/A5014490283,3,3
https://openalex.org/A5088704943,3,2
https://openalex.org/A5084183555,3,3
https://openalex.org/A5013019304,3,7
https://openalex.org/A5088658365,3,6
https://openalex.org/A5113461925,3,7
https://openalex.org/A5046908604,3,48
https://openalex.org/A5107174305,3,3
https://openalex.org/A5085018953,3,8
https://openalex.org/A5013145810,3,28
https://openalex.org/A5049920688,3,1
https://openalex.org/A5011861720,3,6
https://openalex.org/A5086803769,3,8
https://openalex.org/A5009709440,3,16
https://openalex.org/A5085018241,3,18
https://openalex.org/A5107568560,3,6
https://openalex.org/A5047017681,3,8
https://openalex.org/A5080502439,3,8
https://openalex.org/A5027473086,3,4
https://openalex.org/A5078679591,3,3
https://openalex.org/A5007172408,3,7
https://openalex.org/A5060724128,3,3
https://openalex.org/A5110217978,3,6
https://openalex.org/A5012986860,3,1
https://openalex.org/A5069894387,3,2
https://openalex.org/A5073050680,3,4
https://openalex.org/A5065262148,3,2
https://openalex.org/A5011725009,3,2
https://openalex.org/A5056739169,3,2
https://openalex.org/A5025407846,3,6
https://openalex.org/A5043029559,3,2
https://openalex.org/A5014723829,3,2
https://openalex.org/A5027665602,3,2
https://openalex.org/A5088196634,3,6
https://openalex.org/A5019541409,3,7
https://openalex.org/A5055982155,3,2
https://openalex.org/A5021830443,3,2
https://openalex.org/A5027855219,3,4
https://openalex.org/A5068170110,3,2
https://openalex.org/A5015456000,3,6
https://openalex.org/A5085243869,3,5
https://openalex.org/A5101753925,3,4
https://openalex.org/A5044727983,3,3
https://openalex.org/A5107233245,3,3
https://openalex.org/A5114767856,3,1
https://openalex.org/A5039822591,3,6
https://openalex.org/A5076742135,3,4
https://openalex.org/A5034224162,3,5
https://openalex.org/A5084250472,3,5
https://openalex.org/A5070154051,3,3
https://openalex.org/A5091767278,3,22
https://openalex.org/A5053900942,3,7
https://openalex.org/A5049661803,3,6
https://openalex.org/A5108909107,3,1
https://openalex.org/A5049996493,3,3
https://openalex.org/A5064509477,3,6
https://openalex.org/A5035224908,3,5
https://openalex.org/A5071042104,3,2
https://openalex.org/A5086530950,3,6
https://openalex.org/A5002020728,3,32
https://openalex.org/A5010148429,3,5
https://openalex.org/A5026371954,3,1
https://openalex.org/A5034747876,3,5
https://openalex.org/A5005858068,3,4
https://openalex.org/A5089184161,3,8
https://openalex.org/A5089934202,3,3
https://openalex.org/A5005826053,3,3
https://openalex.org/A5072887880,3,3
https://openalex.org/A5047643510,3,6
https://openalex.org/A5035470216,3,5
https://openalex.org/A5061359597,3,6
https://openalex.org/A5054313571,3,1
https://openalex.org/A5041873269,3,5
https://openalex.org/A5067349065,3,3
https://openalex.org/A5012091551,3,8
https://openalex.org/A5082358191,3,38
https://openalex.org/A5010741021,3,3
https://openalex.org/A5038005784,3,2
https://openalex.org/A5068695616,3,14
https://openalex.org/A5031470842,3,5
